bartels,R1,R2,p,p_stat,p_time,p_syst,He,He_stat,He_time,He_syst,p/He,p/He_stat,p/He_time,p/He_syst
2464,4.02,4.43,1.560e+2,0.002e+2,0.007e+2,0.024e+2,2.375e+1,0.010e+1,0.014e+1,0.037e+1,6.569,0.030,0.048,0.134
2464,4.43,4.88,1.315e+2,0.002e+2,0.006e+2,0.020e+2,2.034e+1,0.008e+1,0.012e+1,0.031e+1,6.465,0.028,0.047,0.130
2464,4.88,5.37,1.092e+2,0.002e+2,0.005e+2,0.016e+2,1.719e+1,0.007e+1,0.010e+1,0.026e+1,6.355,0.027,0.044,0.126
2464,5.37,5.90,9.042e+1,0.014e+1,0.035e+1,0.129e+1,1.447e+1,0.006e+1,0.008e+1,0.022e+1,6.250,0.027,0.042,0.121
2464,5.90,6.47,7.444e+1,0.011e+1,0.028e+1,0.104e+1,1.218e+1,0.005e+1,0.006e+1,0.018e+1,6.109,0.026,0.040,0.116
2464,6.47,7.09,6.101e+1,0.009e+1,0.022e+1,0.085e+1,1.010e+1,0.004e+1,0.005e+1,0.015e+1,6.039,0.025,0.039,0.114
2464,7.09,7.76,4.992e+1,0.007e+1,0.018e+1,0.069e+1,8.351e+0,0.033e+0,0.044e+0,0.125e+0,5.978,0.025,0.038,0.112
2464,7.76,8.48,4.066e+1,0.006e+1,0.015e+1,0.056e+1,6.904e+0,0.028e+0,0.037e+0,0.102e+0,5.889,0.025,0.038,0.109
2464,8.48,9.26,3.304e+1,0.005e+1,0.012e+1,0.045e+1,5.695e+0,0.024e+0,0.031e+0,0.085e+0,5.802,0.026,0.038,0.107
2464,9.26,10.1,2.665e+1,0.004e+1,0.010e+1,0.036e+1,4.697e+0,0.020e+0,0.027e+0,0.070e+0,5.674,0.026,0.038,0.105
2464,10.1,11.0,2.165e+1,0.004e+1,0.008e+1,0.029e+1,3.814e+0,0.017e+0,0.022e+0,0.057e+0,5.676,0.028,0.040,0.105
2464,11.0,12.0,1.735e+1,0.003e+1,0.007e+1,0.024e+1,3.100e+0,0.014e+0,0.019e+0,0.047e+0,5.596,0.028,0.041,0.104
2464,12.0,13.0,1.400e+1,0.003e+1,0.006e+1,0.019e+1,2.527e+0,0.013e+0,0.016e+0,0.039e+0,5.540,0.030,0.042,0.104
2464,13.0,14.1,1.141e+1,0.002e+1,0.005e+1,0.016e+1,2.107e+0,0.011e+0,0.014e+0,0.032e+0,5.417,0.030,0.043,0.102
2464,14.1,15.3,9.191e+0,0.019e+0,0.040e+0,0.129e+0,1.698e+0,0.009e+0,0.012e+0,0.026e+0,5.411,0.031,0.045,0.103
2464,15.3,16.6,7.434e+0,0.016e+0,0.033e+0,0.106e+0,1.373e+0,0.008e+0,0.010e+0,0.022e+0,5.414,0.032,0.047,0.104
2464,16.6,18.0,5.950e+0,0.013e+0,0.027e+0,0.086e+0,1.130e+0,0.006e+0,0.009e+0,0.018e+0,5.263,0.032,0.048,0.102
2464,18.0,19.5,4.799e+0,0.011e+0,0.023e+0,0.070e+0,9.113e-1,0.053e-1,0.076e-1,0.146e-1,5.266,0.033,0.050,0.103
2464,19.5,21.1,3.866e+0,0.009e+0,0.019e+0,0.057e+0,7.428e-1,0.044e-1,0.064e-1,0.120e-1,5.205,0.033,0.052,0.102
2464,21.1,22.8,3.129e+0,0.008e+0,0.016e+0,0.047e+0,6.102e-1,0.037e-1,0.053e-1,0.099e-1,5.128,0.034,0.052,0.102
2464,22.8,24.7,2.530e+0,0.006e+0,0.013e+0,0.038e+0,4.900e-1,0.031e-1,0.043e-1,0.080e-1,5.163,0.035,0.053,0.103
2464,24.7,26.7,2.023e+0,0.005e+0,0.011e+0,0.031e+0,4.012e-1,0.027e-1,0.036e-1,0.066e-1,5.042,0.036,0.053,0.101
2464,26.7,28.8,1.627e+0,0.005e+0,0.009e+0,0.025e+0,3.257e-1,0.023e-1,0.030e-1,0.054e-1,4.997,0.038,0.054,0.100
2464,28.8,31.1,1.319e+0,0.004e+0,0.007e+0,0.020e+0,2.685e-1,0.020e-1,0.025e-1,0.045e-1,4.914,0.039,0.054,0.100
2464,31.1,33.5,1.073e+0,0.003e+0,0.006e+0,0.017e+0,2.210e-1,0.018e-1,0.021e-1,0.037e-1,4.857,0.042,0.054,0.099
2464,33.5,36.1,8.717e-1,0.030e-1,0.052e-1,0.134e-1,1.793e-1,0.015e-1,0.018e-1,0.031e-1,4.861,0.044,0.056,0.100
2464,36.1,38.9,7.051e-1,0.026e-1,0.043e-1,0.109e-1,1.470e-1,0.013e-1,0.015e-1,0.026e-1,4.795,0.047,0.057,0.100
2464,38.9,41.9,5.746e-1,0.022e-1,0.036e-1,0.089e-1,1.187e-1,0.011e-1,0.012e-1,0.020e-1,4.841,0.050,0.059,0.102
2464,41.9,45.1,4.703e-1,0.020e-1,0.030e-1,0.073e-1,9.815e-2,0.100e-2,0.106e-2,0.173e-2,4.792,0.053,0.060,0.102
2464,45.1,48.5,3.803e-1,0.017e-1,0.025e-1,0.060e-1,8.094e-2,0.088e-2,0.091e-2,0.145e-2,4.698,0.055,0.061,0.102
2464,48.5,52.2,3.118e-1,0.015e-1,0.021e-1,0.050e-1,6.558e-2,0.076e-2,0.076e-2,0.119e-2,4.755,0.060,0.064,0.104
2464,52.2,56.1,2.510e-1,0.013e-1,0.017e-1,0.041e-1,5.372e-2,0.067e-2,0.065e-2,0.099e-2,4.673,0.063,0.065,0.104
2464,56.1,60.3,2.076e-1,0.011e-1,0.014e-1,0.035e-1,4.410e-2,0.058e-2,0.055e-2,0.083e-2,4.708,0.067,0.067,0.106
2465,1.00,1.16,3.813e+2,0.025e+2,0.055e+2,0.171e+2,,,,,,,,
2465,1.16,1.33,4.081e+2,0.017e+2,0.042e+2,0.145e+2,,,,,,,,
2465,1.33,1.51,4.233e+2,0.014e+2,0.033e+2,0.122e+2,,,,,,,,
2465,1.51,1.71,4.222e+2,0.011e+2,0.027e+2,0.110e+2,,,,,,,,
2465,1.71,1.92,4.073e+2,0.009e+2,0.022e+2,0.096e+2,,,,,,,,
2465,1.92,2.15,3.825e+2,0.008e+2,0.019e+2,0.082e+2,4.552e+1,0.031e+1,0.059e+1,0.108e+1,8.402,0.059,0.116,0.258
2465,2.15,2.40,3.521e+2,0.007e+2,0.016e+2,0.070e+2,4.401e+1,0.027e+1,0.048e+1,0.091e+1,7.999,0.051,0.094,0.219
2465,2.40,2.67,3.179e+2,0.006e+2,0.013e+2,0.060e+2,4.219e+1,0.023e+1,0.044e+1,0.081e+1,7.535,0.044,0.085,0.191
2465,2.67,2.97,2.830e+2,0.005e+2,0.011e+2,0.049e+2,3.923e+1,0.020e+1,0.040e+1,0.072e+1,7.213,0.039,0.079,0.173
2465,2.97,3.29,2.485e+2,0.004e+2,0.010e+2,0.041e+2,3.558e+1,0.017e+1,0.031e+1,0.061e+1,6.983,0.036,0.067,0.158
2465,3.29,3.64,2.158e+2,0.004e+2,0.009e+2,0.034e+2,3.185e+1,0.015e+1,0.024e+1,0.053e+1,6.775,0.033,0.058,0.147
2465,3.64,4.02,1.843e+2,0.003e+2,0.008e+2,0.029e+2,2.754e+1,0.012e+1,0.019e+1,0.044e+1,6.693,0.032,0.054,0.141
2465,4.02,4.43,1.569e+2,0.002e+2,0.006e+2,0.024e+2,2.389e+1,0.010e+1,0.016e+1,0.038e+1,6.567,0.030,0.051,0.135
2465,4.43,4.88,1.314e+2,0.002e+2,0.005e+2,0.020e+2,2.048e+1,0.008e+1,0.013e+1,0.032e+1,6.414,0.028,0.049,0.130
2465,4.88,5.37,1.096e+2,0.002e+2,0.004e+2,0.016e+2,1.729e+1,0.007e+1,0.011e+1,0.027e+1,6.339,0.027,0.047,0.127
2465,5.37,5.90,9.045e+1,0.014e+1,0.033e+1,0.128e+1,1.441e+1,0.006e+1,0.009e+1,0.022e+1,6.276,0.027,0.045,0.123
2465,5.90,6.47,7.456e+1,0.011e+1,0.026e+1,0.104e+1,1.225e+1,0.005e+1,0.007e+1,0.019e+1,6.089,0.026,0.043,0.117
2465,6.47,7.09,6.095e+1,0.009e+1,0.021e+1,0.085e+1,1.015e+1,0.004e+1,0.006e+1,0.015e+1,6.005,0.025,0.042,0.115
2465,7.09,7.76,4.983e+1,0.007e+1,0.017e+1,0.069e+1,8.329e+0,0.033e+0,0.050e+0,0.127e+0,5.983,0.025,0.041,0.113
2465,7.76,8.48,4.040e+1,0.006e+1,0.013e+1,0.056e+1,6.894e+0,0.028e+0,0.042e+0,0.104e+0,5.860,0.025,0.041,0.110
2465,8.48,9.26,3.285e+1,0.005e+1,0.011e+1,0.045e+1,5.686e+0,0.024e+0,0.035e+0,0.086e+0,5.776,0.026,0.041,0.108
2465,9.26,10.1,2.658e+1,0.004e+1,0.009e+1,0.036e+1,4.644e+0,0.020e+0,0.030e+0,0.071e+0,5.724,0.027,0.042,0.107
2465,10.1,11.0,2.150e+1,0.004e+1,0.008e+1,0.029e+1,3.799e+0,0.017e+0,0.025e+0,0.058e+0,5.660,0.028,0.043,0.106
2465,11.0,12.0,1.730e+1,0.003e+1,0.006e+1,0.023e+1,3.097e+0,0.015e+0,0.022e+0,0.048e+0,5.585,0.028,0.044,0.105
2465,12.0,13.0,1.400e+1,0.003e+1,0.005e+1,0.019e+1,2.537e+0,0.013e+0,0.019e+0,0.040e+0,5.516,0.030,0.046,0.105
2465,13.0,14.1,1.133e+1,0.002e+1,0.004e+1,0.016e+1,2.061e+0,0.011e+0,0.016e+0,0.032e+0,5.496,0.031,0.048,0.105
2465,14.1,15.3,9.152e+0,0.019e+0,0.037e+0,0.128e+0,1.691e+0,0.009e+0,0.014e+0,0.027e+0,5.414,0.031,0.049,0.104
2465,15.3,16.6,7.350e+0,0.016e+0,0.030e+0,0.104e+0,1.393e+0,0.008e+0,0.012e+0,0.023e+0,5.276,0.031,0.050,0.103
2465,16.6,18.0,5.945e+0,0.013e+0,0.025e+0,0.085e+0,1.129e+0,0.006e+0,0.010e+0,0.019e+0,5.265,0.032,0.052,0.104
2465,18.0,19.5,4.764e+0,0.011e+0,0.021e+0,0.069e+0,9.204e-1,0.053e-1,0.087e-1,0.153e-1,5.176,0.032,0.054,0.103
2465,19.5,21.1,3.858e+0,0.009e+0,0.017e+0,0.057e+0,7.536e-1,0.045e-1,0.074e-1,0.127e-1,5.119,0.033,0.055,0.103
2465,21.1,22.8,3.106e+0,0.008e+0,0.015e+0,0.046e+0,5.981e-1,0.037e-1,0.059e-1,0.101e-1,5.193,0.035,0.057,0.105
2465,22.8,24.7,2.508e+0,0.006e+0,0.012e+0,0.037e+0,4.959e-1,0.031e-1,0.049e-1,0.084e-1,5.059,0.034,0.056,0.103
2465,24.7,26.7,2.016e+0,0.005e+0,0.010e+0,0.031e+0,4.055e-1,0.027e-1,0.041e-1,0.069e-1,4.973,0.035,0.056,0.101
2465,26.7,28.8,1.631e+0,0.005e+0,0.008e+0,0.024e+0,3.336e-1,0.023e-1,0.034e-1,0.057e-1,4.887,0.037,0.056,0.100
2465,28.8,31.1,1.315e+0,0.004e+0,0.007e+0,0.020e+0,2.721e-1,0.020e-1,0.028e-1,0.047e-1,4.831,0.038,0.056,0.100
2465,31.1,33.5,1.072e+0,0.003e+0,0.006e+0,0.017e+0,2.209e-1,0.018e-1,0.023e-1,0.038e-1,4.854,0.042,0.057,0.101
2465,33.5,36.1,8.679e-1,0.030e-1,0.048e-1,0.132e-1,1.836e-1,0.015e-1,0.020e-1,0.033e-1,4.728,0.043,0.057,0.099
2465,36.1,38.9,7.046e-1,0.026e-1,0.040e-1,0.107e-1,1.486e-1,0.013e-1,0.016e-1,0.027e-1,4.742,0.046,0.059,0.101
2465,38.9,41.9,5.778e-1,0.023e-1,0.034e-1,0.089e-1,1.186e-1,0.012e-1,0.013e-1,0.021e-1,4.871,0.051,0.062,0.105
2465,41.9,45.1,4.675e-1,0.020e-1,0.028e-1,0.072e-1,9.698e-2,0.101e-2,0.113e-2,0.176e-2,4.820,0.054,0.063,0.104
2465,45.1,48.5,3.816e-1,0.017e-1,0.023e-1,0.060e-1,8.125e-2,0.089e-2,0.098e-2,0.150e-2,4.696,0.056,0.063,0.103
2465,48.5,52.2,3.071e-1,0.015e-1,0.019e-1,0.049e-1,6.636e-2,0.077e-2,0.083e-2,0.125e-2,4.628,0.058,0.065,0.103
2465,52.2,56.1,2.537e-1,0.013e-1,0.016e-1,0.041e-1,5.377e-2,0.067e-2,0.070e-2,0.103e-2,4.718,0.064,0.068,0.106
2465,56.1,60.3,2.059e-1,0.011e-1,0.013e-1,0.034e-1,4.558e-2,0.059e-2,0.061e-2,0.089e-2,4.517,0.064,0.067,0.103
2466,1.00,1.16,4.166e+2,0.024e+2,0.067e+2,0.189e+2,,,,,,,,
2466,1.16,1.33,4.401e+2,0.017e+2,0.051e+2,0.158e+2,,,,,,,,
2466,1.33,1.51,4.566e+2,0.015e+2,0.040e+2,0.132e+2,,,,,,,,
2466,1.51,1.71,4.535e+2,0.011e+2,0.032e+2,0.119e+2,,,,,,,,
2466,1.71,1.92,4.367e+2,0.010e+2,0.027e+2,0.103e+2,,,,,,,,
2466,1.92,2.15,4.105e+2,0.008e+2,0.022e+2,0.089e+2,4.823e+1,0.032e+1,0.056e+1,0.111e+1,8.511,0.060,0.108,0.257
2466,2.15,2.40,3.750e+2,0.007e+2,0.018e+2,0.075e+2,4.755e+1,0.029e+1,0.046e+1,0.096e+1,7.887,0.050,0.086,0.213
2466,2.40,2.67,3.391e+2,0.006e+2,0.016e+2,0.064e+2,4.500e+1,0.025e+1,0.042e+1,0.084e+1,7.535,0.044,0.079,0.189
2466,2.67,2.97,3.016e+2,0.005e+2,0.013e+2,0.053e+2,4.120e+1,0.021e+1,0.038e+1,0.073e+1,7.320,0.040,0.075,0.173
2466,2.97,3.29,2.628e+2,0.004e+2,0.011e+2,0.044e+2,3.803e+1,0.018e+1,0.030e+1,0.063e+1,6.909,0.035,0.062,0.155
2466,3.29,3.64,2.271e+2,0.004e+2,0.010e+2,0.037e+2,3.352e+1,0.015e+1,0.022e+1,0.054e+1,6.773,0.033,0.054,0.146
2466,3.64,4.02,1.939e+2,0.003e+2,0.009e+2,0.031e+2,2.900e+1,0.013e+1,0.018e+1,0.046e+1,6.686,0.032,0.051,0.140
2466,4.02,4.43,1.642e+2,0.003e+2,0.007e+2,0.025e+2,2.510e+1,0.011e+1,0.015e+1,0.039e+1,6.545,0.030,0.049,0.134
2466,4.43,4.88,1.378e+2,0.002e+2,0.006e+2,0.021e+2,2.152e+1,0.009e+1,0.013e+1,0.033e+1,6.404,0.028,0.047,0.129
2466,4.88,5.37,1.140e+2,0.002e+2,0.005e+2,0.016e+2,1.806e+1,0.007e+1,0.010e+1,0.027e+1,6.314,0.027,0.045,0.126
2466,5.37,5.90,9.391e+1,0.014e+1,0.038e+1,0.134e+1,1.515e+1,0.006e+1,0.008e+1,0.023e+1,6.197,0.026,0.042,0.121
2466,5.90,6.47,7.721e+1,0.011e+1,0.030e+1,0.108e+1,1.271e+1,0.005e+1,0.007e+1,0.019e+1,6.077,0.025,0.041,0.116
2466,6.47,7.09,6.300e+1,0.009e+1,0.024e+1,0.088e+1,1.045e+1,0.004e+1,0.006e+1,0.016e+1,6.028,0.025,0.040,0.114
2466,7.09,7.76,5.128e+1,0.008e+1,0.019e+1,0.071e+1,8.676e+0,0.034e+0,0.047e+0,0.130e+0,5.910,0.025,0.039,0.111
2466,7.76,8.48,4.154e+1,0.006e+1,0.015e+1,0.057e+1,7.088e+0,0.028e+0,0.038e+0,0.105e+0,5.861,0.025,0.038,0.109
2466,8.48,9.26,3.370e+1,0.005e+1,0.013e+1,0.046e+1,5.882e+0,0.024e+0,0.033e+0,0.088e+0,5.729,0.025,0.038,0.106
2466,9.26,10.1,2.726e+1,0.005e+1,0.010e+1,0.037e+1,4.778e+0,0.021e+0,0.027e+0,0.072e+0,5.704,0.026,0.039,0.106
2466,10.1,11.0,2.192e+1,0.004e+1,0.009e+1,0.030e+1,3.881e+0,0.018e+0,0.023e+0,0.058e+0,5.647,0.027,0.040,0.104
2466,11.0,12.0,1.762e+1,0.003e+1,0.007e+1,0.024e+1,3.163e+0,0.015e+0,0.020e+0,0.048e+0,5.571,0.028,0.041,0.103
2466,12.0,13.0,1.416e+1,0.003e+1,0.006e+1,0.019e+1,2.588e+0,0.013e+0,0.017e+0,0.040e+0,5.474,0.030,0.042,0.103
2466,13.0,14.1,1.149e+1,0.002e+1,0.005e+1,0.016e+1,2.108e+0,0.011e+0,0.015e+0,0.032e+0,5.453,0.031,0.044,0.103
2466,14.1,15.3,9.275e+0,0.019e+0,0.041e+0,0.131e+0,1.736e+0,0.009e+0,0.013e+0,0.026e+0,5.342,0.031,0.045,0.102
2466,15.3,16.6,7.451e+0,0.016e+0,0.034e+0,0.106e+0,1.401e+0,0.008e+0,0.011e+0,0.022e+0,5.318,0.032,0.047,0.102
2466,16.6,18.0,5.990e+0,0.013e+0,0.028e+0,0.087e+0,1.126e+0,0.006e+0,0.009e+0,0.018e+0,5.321,0.033,0.049,0.104
2466,18.0,19.5,4.823e+0,0.011e+0,0.024e+0,0.071e+0,9.342e-1,0.054e-1,0.078e-1,0.150e-1,5.162,0.032,0.050,0.101
2466,19.5,21.1,3.871e+0,0.009e+0,0.019e+0,0.058e+0,7.527e-1,0.045e-1,0.065e-1,0.122e-1,5.144,0.033,0.051,0.101
2466,21.1,22.8,3.121e+0,0.008e+0,0.016e+0,0.047e+0,6.197e-1,0.038e-1,0.054e-1,0.101e-1,5.036,0.033,0.051,0.100
2466,22.8,24.7,2.515e+0,0.006e+0,0.013e+0,0.038e+0,5.014e-1,0.031e-1,0.044e-1,0.082e-1,5.015,0.034,0.052,0.100
2466,24.7,26.7,2.022e+0,0.005e+0,0.011e+0,0.031e+0,4.087e-1,0.027e-1,0.037e-1,0.067e-1,4.947,0.035,0.052,0.099
2466,26.7,28.8,1.640e+0,0.005e+0,0.009e+0,0.025e+0,3.320e-1,0.024e-1,0.030e-1,0.054e-1,4.940,0.038,0.053,0.099
2466,28.8,31.1,1.321e+0,0.004e+0,0.008e+0,0.020e+0,2.708e-1,0.020e-1,0.025e-1,0.045e-1,4.880,0.039,0.053,0.099
2466,31.1,33.5,1.071e+0,0.003e+0,0.006e+0,0.017e+0,2.213e-1,0.018e-1,0.021e-1,0.037e-1,4.840,0.042,0.054,0.099
2466,33.5,36.1,8.698e-1,0.030e-1,0.053e-1,0.134e-1,1.835e-1,0.016e-1,0.018e-1,0.031e-1,4.740,0.043,0.055,0.098
2466,36.1,38.9,7.059e-1,0.026e-1,0.044e-1,0.109e-1,1.510e-1,0.014e-1,0.015e-1,0.026e-1,4.674,0.045,0.055,0.098
2466,38.9,41.9,5.766e-1,0.023e-1,0.037e-1,0.090e-1,1.214e-1,0.012e-1,0.013e-1,0.021e-1,4.752,0.050,0.058,0.101
2466,41.9,45.1,4.664e-1,0.020e-1,0.031e-1,0.073e-1,9.946e-2,0.103e-2,0.107e-2,0.175e-2,4.690,0.052,0.059,0.100
2466,45.1,48.5,3.819e-1,0.017e-1,0.026e-1,0.061e-1,8.044e-2,0.089e-2,0.090e-2,0.144e-2,4.748,0.057,0.062,0.103
2466,48.5,52.2,3.107e-1,0.015e-1,0.021e-1,0.050e-1,6.628e-2,0.077e-2,0.077e-2,0.121e-2,4.687,0.059,0.063,0.103
2466,52.2,56.1,2.529e-1,0.013e-1,0.018e-1,0.042e-1,5.411e-2,0.068e-2,0.065e-2,0.100e-2,4.674,0.063,0.065,0.104
2466,56.1,60.3,2.059e-1,0.011e-1,0.015e-1,0.034e-1,4.456e-2,0.059e-2,0.056e-2,0.084e-2,4.620,0.066,0.067,0.105
2467,1.00,1.16,4.071e+2,0.025e+2,0.063e+2,0.184e+2,,,,,,,,
2467,1.16,1.33,4.395e+2,0.016e+2,0.049e+2,0.158e+2,,,,,,,,
2467,1.33,1.51,4.522e+2,0.015e+2,0.039e+2,0.131e+2,,,,,,,,
2467,1.51,1.71,4.487e+2,0.011e+2,0.031e+2,0.117e+2,,,,,,,,
2467,1.71,1.92,4.329e+2,0.010e+2,0.026e+2,0.102e+2,,,,,,,,
2467,1.92,2.15,4.029e+2,0.008e+2,0.021e+2,0.087e+2,4.801e+1,0.032e+1,0.043e+1,0.105e+1,8.391,0.058,0.087,0.246
2467,2.15,2.40,3.686e+2,0.007e+2,0.018e+2,0.074e+2,4.634e+1,0.028e+1,0.036e+1,0.089e+1,7.954,0.050,0.073,0.210
2467,2.40,2.67,3.315e+2,0.006e+2,0.015e+2,0.063e+2,4.392e+1,0.024e+1,0.032e+1,0.077e+1,7.548,0.043,0.064,0.183
2467,2.67,2.97,2.938e+2,0.005e+2,0.013e+2,0.051e+2,4.044e+1,0.021e+1,0.028e+1,0.067e+1,7.265,0.039,0.059,0.166
2467,2.97,3.29,2.575e+2,0.004e+2,0.011e+2,0.043e+2,3.658e+1,0.017e+1,0.023e+1,0.059e+1,7.039,0.035,0.054,0.154
2467,3.29,3.64,2.219e+2,0.004e+2,0.010e+2,0.036e+2,3.253e+1,0.015e+1,0.019e+1,0.051e+1,6.820,0.033,0.050,0.145
2467,3.64,4.02,1.894e+2,0.003e+2,0.009e+2,0.030e+2,2.822e+1,0.013e+1,0.015e+1,0.044e+1,6.713,0.032,0.047,0.139
2467,4.02,4.43,1.611e+2,0.002e+2,0.007e+2,0.025e+2,2.443e+1,0.010e+1,0.013e+1,0.037e+1,6.594,0.030,0.045,0.134
2467,4.43,4.88,1.350e+2,0.002e+2,0.006e+2,0.020e+2,2.084e+1,0.008e+1,0.010e+1,0.031e+1,6.477,0.028,0.043,0.129
2467,4.88,5.37,1.116e+2,0.002e+2,0.005e+2,0.016e+2,1.765e+1,0.007e+1,0.008e+1,0.026e+1,6.325,0.027,0.040,0.124
2467,5.37,5.90,9.172e+1,0.014e+1,0.036e+1,0.131e+1,1.477e+1,0.006e+1,0.007e+1,0.022e+1,6.210,0.026,0.038,0.119
2467,5.90,6.47,7.562e+1,0.011e+1,0.029e+1,0.106e+1,1.244e+1,0.005e+1,0.006e+1,0.018e+1,6.080,0.026,0.036,0.115
2467,6.47,7.09,6.177e+1,0.009e+1,0.023e+1,0.086e+1,1.028e+1,0.004e+1,0.005e+1,0.015e+1,6.011,0.025,0.036,0.113
2467,7.09,7.76,5.032e+1,0.008e+1,0.018e+1,0.070e+1,8.463e+0,0.033e+0,0.040e+0,0.125e+0,5.945,0.025,0.035,0.110
2467,7.76,8.48,4.089e+1,0.006e+1,0.015e+1,0.057e+1,6.927e+0,0.028e+0,0.034e+0,0.102e+0,5.903,0.025,0.036,0.109
2467,8.48,9.26,3.306e+1,0.005e+1,0.012e+1,0.045e+1,5.716e+0,0.024e+0,0.029e+0,0.084e+0,5.785,0.026,0.036,0.106
2467,9.26,10.1,2.669e+1,0.004e+1,0.010e+1,0.036e+1,4.695e+0,0.020e+0,0.025e+0,0.070e+0,5.685,0.026,0.037,0.105
2467,10.1,11.0,2.155e+1,0.004e+1,0.008e+1,0.029e+1,3.843e+0,0.017e+0,0.021e+0,0.057e+0,5.609,0.027,0.038,0.103
2467,11.0,12.0,1.734e+1,0.003e+1,0.007e+1,0.024e+1,3.130e+0,0.015e+0,0.018e+0,0.047e+0,5.539,0.028,0.039,0.102
2467,12.0,13.0,1.402e+1,0.003e+1,0.006e+1,0.019e+1,2.541e+0,0.013e+0,0.016e+0,0.038e+0,5.516,0.030,0.041,0.103
2467,13.0,14.1,1.137e+1,0.002e+1,0.005e+1,0.016e+1,2.106e+0,0.011e+0,0.014e+0,0.032e+0,5.396,0.030,0.042,0.101
2467,14.1,15.3,9.171e+0,0.019e+0,0.040e+0,0.129e+0,1.716e+0,0.009e+0,0.012e+0,0.026e+0,5.345,0.031,0.043,0.101
2467,15.3,16.6,7.390e+0,0.016e+0,0.033e+0,0.105e+0,1.381e+0,0.008e+0,0.010e+0,0.021e+0,5.351,0.032,0.046,0.102
2467,16.6,18.0,5.946e+0,0.013e+0,0.028e+0,0.086e+0,1.129e+0,0.006e+0,0.009e+0,0.018e+0,5.267,0.032,0.047,0.102
2467,18.0,19.5,4.770e+0,0.011e+0,0.023e+0,0.070e+0,9.234e-1,0.054e-1,0.074e-1,0.147e-1,5.166,0.032,0.048,0.100
2467,19.5,21.1,3.840e+0,0.009e+0,0.019e+0,0.057e+0,7.444e-1,0.045e-1,0.063e-1,0.120e-1,5.159,0.033,0.050,0.101
2467,21.1,22.8,3.101e+0,0.008e+0,0.016e+0,0.047e+0,6.185e-1,0.038e-1,0.053e-1,0.100e-1,5.013,0.033,0.050,0.099
2467,22.8,24.7,2.507e+0,0.006e+0,0.013e+0,0.038e+0,4.937e-1,0.031e-1,0.043e-1,0.080e-1,5.078,0.034,0.052,0.101
2467,24.7,26.7,2.005e+0,0.005e+0,0.011e+0,0.031e+0,4.052e-1,0.027e-1,0.036e-1,0.066e-1,4.947,0.035,0.051,0.099
2467,26.7,28.8,1.633e+0,0.005e+0,0.009e+0,0.025e+0,3.314e-1,0.023e-1,0.030e-1,0.054e-1,4.926,0.037,0.053,0.099
2467,28.8,31.1,1.315e+0,0.004e+0,0.008e+0,0.020e+0,2.705e-1,0.020e-1,0.025e-1,0.045e-1,4.862,0.039,0.053,0.098
2467,31.1,33.5,1.067e+0,0.003e+0,0.006e+0,0.017e+0,2.198e-1,0.018e-1,0.021e-1,0.037e-1,4.854,0.042,0.054,0.099
2467,33.5,36.1,8.676e-1,0.030e-1,0.053e-1,0.134e-1,1.806e-1,0.015e-1,0.017e-1,0.031e-1,4.804,0.044,0.055,0.099
2467,36.1,38.9,7.028e-1,0.026e-1,0.044e-1,0.109e-1,1.460e-1,0.013e-1,0.014e-1,0.025e-1,4.812,0.047,0.056,0.100
2467,38.9,41.9,5.726e-1,0.022e-1,0.037e-1,0.089e-1,1.216e-1,0.012e-1,0.012e-1,0.021e-1,4.707,0.049,0.056,0.099
2467,41.9,45.1,4.662e-1,0.020e-1,0.031e-1,0.073e-1,9.717e-2,0.101e-2,0.101e-2,0.169e-2,4.797,0.054,0.059,0.101
2467,45.1,48.5,3.794e-1,0.017e-1,0.025e-1,0.060e-1,8.121e-2,0.089e-2,0.086e-2,0.142e-2,4.672,0.055,0.058,0.100
2467,48.5,52.2,3.097e-1,0.015e-1,0.021e-1,0.050e-1,6.621e-2,0.077e-2,0.071e-2,0.117e-2,4.677,0.059,0.060,0.101
2467,52.2,56.1,2.536e-1,0.013e-1,0.018e-1,0.042e-1,5.397e-2,0.067e-2,0.059e-2,0.096e-2,4.700,0.063,0.061,0.102
2467,56.1,60.3,2.060e-1,0.011e-1,0.015e-1,0.034e-1,4.421e-2,0.058e-2,0.050e-2,0.080e-2,4.659,0.067,0.062,0.102
2468,1.00,1.16,3.952e+2,0.024e+2,0.060e+2,0.178e+2,,,,,,,,
2468,1.16,1.33,4.239e+2,0.016e+2,0.047e+2,0.152e+2,,,,,,,,
2468,1.33,1.51,4.363e+2,0.014e+2,0.037e+2,0.126e+2,,,,,,,,
2468,1.51,1.71,4.332e+2,0.011e+2,0.030e+2,0.113e+2,,,,,,,,
2468,1.71,1.92,4.168e+2,0.010e+2,0.025e+2,0.099e+2,,,,,,,,
2468,1.92,2.15,3.888e+2,0.008e+2,0.020e+2,0.084e+2,4.616e+1,0.031e+1,0.051e+1,0.106e+1,8.423,0.060,0.103,0.253
2468,2.15,2.40,3.547e+2,0.007e+2,0.017e+2,0.071e+2,4.468e+1,0.027e+1,0.041e+1,0.089e+1,7.938,0.051,0.083,0.213
2468,2.40,2.67,3.210e+2,0.006e+2,0.014e+2,0.061e+2,4.226e+1,0.024e+1,0.036e+1,0.077e+1,7.596,0.045,0.073,0.188
